house_id,date,quarter,house_type,sales_type,year_build,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zipcode,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,purchaseprice
1340584,6084,22,Villa,regular_sale,1972,0,4,133,12255.639,41035,2625,Vallensbæk,1,Zealand,3.25,2.5,6.6,1630000
308889,4170,107,Villa,regular_sale,2022,0,5,154,6461.039,7598,5270,Odense N,3,Fyn & islands,0,1.85,1.47,995000
991315,962,60,Villa,regular_sale,2009,0,8,240,6666.6665,65092,7800,Skive,7,Jutland,4.25,3.42,6.52,1600000
488409,6858,100,Villa,family_sale,1920,0,5,147,2993.1973,50404,4900,Nakskov,6,Zealand,0,0.76,1.35,440000
1186707,4768,41,Villa,regular_sale,2004,0,6,178,19016.854,59785,2750,Ballerup,1,Zealand,2,1.15,5.26,3385000
513864,4835,99,Apartment,regular_sale,2019,-2,3,143,29335.664,4393,9000,Aalborg,5,Jutland,0,0.76,1.35,4195000
1143649,6564,46,Villa,regular_sale,1897,0,6,98,10102.041,6445,7080,Børkop,7,Jutland,2,1.82,4.36,990000
1133785,7544,47,Summerhouse,regular_sale,1963,0,4,97,6958.7627,12434,3630,Jægerspris,4,Zealand,2,1.82,4.36,675000
1456057,10038,3,Farm,regular_sale,1933,0,4,128,5273.4375,11325,9300,Sæby,5,Jutland,5,1.99,8.39,675000
1290809,4042,29,Apartment,regular_sale,1950,0,2,77,11168.831,33392,7500,Holstebro,7,Jutland,4.75,2.34,7.05,860000
1101058,4607,49,Villa,regular_sale,1999,0,5,157,15923.566,55377,4700,Næstved,6,Zealand,2.25,1.92,5.14,2500000
646154,2319,92,Villa,regular_sale,1934,-3,6,192,7031.25,32229,8940,Randers SV,2,Jutland,0,0.25,2.55,1350000
7820,6974,116,Villa,regular_sale,1924,-6,8,194,5798.969,16725,3720,Aakirkeby,0,Bornholm,3.6,1.13,4.34,1125000
552229,10061,97,Summerhouse,regular_sale,1973,0,3,40,10000,11386,4200,Slagelse,6,Zealand,0,0.81,2.12,400000
1006077,6007,58,Apartment,regular_sale,1984,0,3,69,23550.725,19232,2670,Greve,1,Zealand,4,3.42,6.52,1625000
1260540,3369,33,Villa,regular_sale,1924,0,3,71,10563.38,60896,4300,Holbæk,6,Zealand,3.25,2.42,6.69,750000
616446,2485,94,Apartment,regular_sale,1996,-2,3,98,24387.756,40193,9000,Aalborg,5,Jutland,0,1.15,2.26,2390000
61493,2032,114,Summerhouse,family_sale,2008,0,4,128,10625,30731,4780,Stege,6,Zealand,3.6,3.31,4.79,1360000
726538,7581,87,Villa,regular_sale,1968,-6,6,137,4744.5254,55699,3720,Aakirkeby,0,Bornholm,0,0.45,2.78,650000
1186167,5651,42,Summerhouse,regular_sale,1972,0,3,96,4427.0835,43300,7830,Vinderup,7,Jutland,2,1.15,5.26,425000
1401768,3129,12,Summerhouse,regular_sale,1966,0,3,53,4811.321,30806,4400,Kalundborg,6,Zealand,3.25,2.13,7.84,255000
342507,2840,106,Villa,regular_sale,1975,-3,5,125,23200,39599,4030,Tune,6,Zealand,0,0.42,1.1,2900000
1429236,1429,8,Villa,regular_sale,1979,0,4,150,4233.3335,27470,6520,Toftlund,7,Jutland,5,2.13,9.09,635000
973784,6653,62,Villa,regular_sale,1960,0,3,86,4360.4653,49389,6900,Skjern,7,Jutland,2,1.3,5.5,375000
230664,2379,110,Villa,regular_sale,1966,0,4,123,8943.09,44200,4200,Slagelse,6,Zealand,0,1.85,1.47,1100000
87571,9946,117,Villa,regular_sale,1966,-6,4,147,22448.98,26262,2635,Ishøj,1,Zealand,3.35,1.13,4.34,3300000
530191,2620,98,Summerhouse,family_sale,1964,0,4,73,10246.575,1512,4400,Kalundborg,6,Zealand,0,0.81,2.12,748000
648190,1281,92,Apartment,regular_sale,1953,-2,3,81,30123.457,46708,2000,Frederiksberg,1,Zealand,0,0.25,2.55,2440000
1362845,6866,18,Villa,regular_sale,1997,0,3,115,10695.652,48424,8920,Randers NV,2,Jutland,3.5,1.85,6.27,1230000
1076370,9664,51,Apartment,regular_sale,1900,0,3,76,31578.947,59646,8620,Kjellerup,2,Jutland,2.75,1.92,5.14,2400000
1289590,3701,29,Apartment,regular_sale,1974,0,3,90,10611.111,5647,9000,Aalborg,5,Jutland,4.75,2.34,7.05,955000
825967,6772,78,Villa,regular_sale,1953,-3,5,105,34285.715,64453,2830,Virum,1,Zealand,0,0.79,3.48,3600000
623957,1478,94,Villa,regular_sale,1975,-7,6,162,5123.457,60125,6200,Aabenraa,7,Jutland,0,1.15,2.26,830000
272479,6807,108,Villa,regular_sale,1900,1,5,168,16666.672,21182,4682,Tureby,6,Zealand,0,1.85,1.47,2800001
1458019,8698,3,Villa,regular_sale,1969,0,5,167,6131.7363,23060,8220,Brabrand,2,Jutland,5,1.99,8.39,1024000
263061,7587,109,Apartment,other_sale,1927,0,5,100,28800,61797,7100,Vejle,7,Jutland,0,1.85,1.47,2880000
1424252,568,9,Villa,family_sale,1928,0,6,233,2626.6094,24526,7451,Sunds,7,Jutland,4.25,2.13,7.84,612000
1094935,5923,50,Summerhouse,regular_sale,1959,0,4,72,8472.223,16621,4500,Nykøbing Sj,6,Zealand,2.5,1.92,5.14,610000
628028,9502,93,Villa,regular_sale,1926,-1,4,116,36637.93,22802,2720,Vanløse,1,Zealand,0,1.15,2.26,4250000
1466896,4896,1,Villa,regular_sale,1984,0,4,130,4938.7617,25266,6940,Lem St,7,Jutland,6.25,1.99,8.39,642039
832492,5217,78,Townhouse,regular_sale,2014,0,3,93,14494.624,59563,8700,Horsens,2,Jutland,0,0.79,3.48,1348000
413080,6493,104,Summerhouse,regular_sale,1974,0,5,101,14801.98,44590,4872,Idestrup,6,Zealand,0,0.42,1.1,1495000
992264,845,60,Villa,regular_sale,1935,-4,4,133,5375.94,34188,6630,Rødding,7,Jutland,4.25,3.42,6.52,715000
1114614,3235,48,Summerhouse,regular_sale,1969,0,3,50,20300,49316,4591,Føllenslev,6,Zealand,2,1.82,4.36,1015000
1286009,5648,30,Apartment,regular_sale,1911,0,5,124,12661.29,16566,8000,Aarhus C,2,Jutland,4.75,2.34,7.05,1570000
1031123,1636,56,Summerhouse,regular_sale,2007,-4,4,105,12380.952,55757,6893,Hemmet,7,Jutland,4,1.69,5.7,1300000
571780,6719,96,Summerhouse,regular_sale,2020,0,8,244,9836.065,20630,6857,Blåvand,7,Jutland,0,0.81,2.12,2400000
337982,2732,106,Apartment,regular_sale,2005,0,3,78,19166.666,49904,6000,Kolding,7,Jutland,0,0.42,1.1,1495000
476313,9156,101,Villa,regular_sale,1960,-4,5,115,24782.61,59717,2630,Taastrup,1,Zealand,0,0.76,1.35,2850000
1398903,3532,13,Villa,regular_sale,1980,0,4,169,8171.5977,7576,8362,Hørning,2,Jutland,3.25,2.18,7.2,1381000
1367940,5230,18,Apartment,regular_sale,1939,0,3,78,14564.103,6777,2920,Charlottenlund,1,Zealand,3.5,1.85,6.27,1136000
821564,7843,79,Villa,regular_sale,1950,-3,5,137,12773.723,44467,8380,Trige,2,Jutland,0,0.79,3.48,1750000
777414,9122,83,Villa,regular_sale,1966,0,7,148,16216.216,43234,3070,Snekkersten,4,Zealand,0,0.56,3.06,2400000
483373,8140,101,Villa,regular_sale,1971,0,5,164,9115.854,20981,3790,Hasle,0,Bornholm,0,0.76,1.35,1495000
1324757,1878,24,Apartment,regular_sale,1901,0,7,120,21000,26901,8400,Ebeltoft,2,Jutland,2.75,2.5,6.6,2520000
1302674,8936,27,Villa,regular_sale,1960,0,3,73,7260.274,1892,4780,Stege,6,Zealand,4.25,2.9,7.33,530000
1295162,3206,28,Farm,family_sale,2015,0,6,228,4660.088,7008,8783,Hornsyld,2,Jutland,4.5,2.9,7.33,1062500
1334615,8207,23,Apartment,regular_sale,1934,0,2,42,8571.429,30667,6000,Kolding,7,Jutland,2.75,2.5,6.6,360000
1321766,3002,24,Villa,regular_sale,1926,0,7,172,4631.7847,48640,8700,Horsens,2,Jutland,2.75,2.5,6.6,796667
837831,3854,77,Villa,regular_sale,1926,0,3,114,5921.0527,17772,9600,Aars,5,Jutland,0,0.79,3.48,675000
748781,4914,85,Villa,regular_sale,1956,0,4,103,5000,62374,6950,Ringkøbing,7,Jutland,0,0.45,2.78,515000
434111,640,103,Apartment,regular_sale,1900,0,2,55,36363.637,56605,9240,Nibe,5,Jutland,0,0.42,1.1,2000000
779683,7610,83,Villa,regular_sale,2015,0,5,175,3477.7144,41678,6000,Kolding,7,Jutland,0,0.56,3.06,608600
1315626,4490,25,Villa,regular_sale,1951,0,8,142,4471.831,50555,8723,Løsning,2,Jutland,3,2.9,7.33,635000
977870,5185,62,Villa,family_sale,1972,0,4,118,16101.695,55227,2770,Kastrup,1,Zealand,2,1.3,5.5,1900000
1054501,5265,54,Apartment,regular_sale,1978,0,4,105,13809.523,4589,4100,Ringsted,6,Zealand,3.75,1.69,5.7,1450000
599671,3329,95,Villa,regular_sale,1965,0,6,161,6677.0186,32785,6000,Kolding,7,Jutland,0,0.81,2.12,1075000
713041,1615,88,Villa,regular_sale,1976,-4,4,119,12857.143,21622,8800,Viborg,2,Jutland,0,0.45,2.78,1530000
1505961,7502,117,Summerhouse,family_sale,2009,0,5,117,13589.743,23341,9800,Hjørring,5,Jutland,3.35,1.13,4.34,1590000
332235,829,107,Summerhouse,regular_sale,1981,0,3,89,15000,18228,9640,Farsø,5,Jutland,0,1.85,1.47,1335000
93719,7001,112,Villa,regular_sale,2000,0,5,126,26944.445,5078,8355,Solbjerg,2,Jutland,2.6,3.31,4.79,3395000
1135579,7236,46,Villa,regular_sale,1938,0,3,84,7142.857,20814,7900,Nykøbing M,7,Jutland,2,1.82,4.36,600000
1281965,6169,30,Villa,regular_sale,1910,0,5,142,2464.7888,4118,4800,Nykøbing F,6,Zealand,4.75,2.34,7.05,350000
732150,6717,86,Townhouse,regular_sale,2008,-4,4,126,19047.62,15371,9400,Nørresundby,5,Jutland,0,0.45,2.78,2400000
1079004,7737,117,Apartment,regular_sale,2005,-3,2,92,22173.912,1394,9400,Nørresundby,5,Jutland,3.35,1.13,4.34,2040000
782599,7076,82,Villa,regular_sale,1992,-2,3,91,12362.638,44218,6040,Egtved,7,Jutland,0,0.56,3.06,1125000
1107622,3964,49,Apartment,regular_sale,1920,0,2,77,33717.625,20012,6000,Kolding,7,Jutland,2.25,1.92,5.14,2596257
433169,3949,103,Summerhouse,regular_sale,2007,0,4,92,12771.739,28606,7830,Vinderup,7,Jutland,0,0.42,1.1,1175000
1154115,3429,45,Villa,regular_sale,1976,0,6,173,6271.6763,6364,9230,Svenstrup J,5,Jutland,2,1.82,4.36,1085000
1070818,1801,52,Villa,regular_sale,1982,0,4,125,16760,18385,8660,Skanderborg,2,Jutland,3,1.92,5.14,2095000
1365754,5862,18,Villa,family_sale,1870,0,2,87,4522.4023,56277,5750,Ringe,3,Fyn & islands,3.5,1.85,6.27,393449
366824,9885,105,Apartment,regular_sale,1880,-6,2,49,30816.326,41522,6760,Ribe,7,Jutland,0,0.42,1.1,1510000
126257,3333,111,Villa,regular_sale,1953,-3,4,69,25362.318,64856,5260,Odense S,3,Fyn & islands,1.75,3.31,4.79,1750000
1055856,4580,53,Villa,regular_sale,1966,0,3,129,14689.923,1979,9230,Svenstrup J,5,Jutland,3.5,1.69,5.7,1895000
1022695,2748,56,Villa,regular_sale,1947,0,1,94,12234.043,44981,6700,Esbjerg,7,Jutland,4,1.69,5.7,1150000
787704,5931,82,Apartment,regular_sale,1942,0,3,78,13187.18,41259,7400,Herning,7,Jutland,0,0.56,3.06,1028600
91139,7252,112,Summerhouse,regular_sale,1973,0,4,76,18355.264,5791,4760,Vordingborg,6,Zealand,2.6,3.31,4.79,1395000
490813,7387,100,Farm,regular_sale,1933,0,6,157,18471.338,32356,9280,Storvorde,5,Jutland,0,0.76,1.35,2900000
364871,1565,106,Summerhouse,regular_sale,2010,-3,5,136,21323.53,59176,3230,Græsted,4,Zealand,0,0.42,1.1,2900000
798170,3601,81,Villa,regular_sale,1890,0,2,170,3764.7058,13025,3720,Aakirkeby,0,Bornholm,0,0.56,3.06,640000
1136232,7123,46,Apartment,family_sale,1895,0,2,72,9305.556,10973,5000,Odense C,3,Fyn & islands,2,1.82,4.36,670000
766302,1390,84,Apartment,regular_sale,2016,0,2,94,27276.287,22536,4000,Roskilde,6,Zealand,0,0.56,3.06,2563971
421490,4563,103,Summerhouse,regular_sale,1965,0,1,97,7216.4946,24505,4780,Stege,6,Zealand,0,0.42,1.1,700000
588360,4672,95,Villa,regular_sale,1960,-4,6,117,13589.743,12730,4070,Kirke Hyllinge,6,Zealand,0,0.81,2.12,1590000
1103222,4934,49,Villa,regular_sale,1967,0,7,169,13934.911,41521,6760,Ribe,7,Jutland,2.25,1.92,5.14,2355000
1323172,3257,24,Apartment,regular_sale,1972,0,2,81,4925.926,45116,8920,Randers NV,2,Jutland,2.75,2.5,6.6,399000
500392,5608,100,Villa,regular_sale,2020,0,6,172,10465.116,59981,3400,Hillerød,4,Zealand,0,0.76,1.35,1800000
1261816,518,33,Summerhouse,family_sale,1956,0,4,47,6595.7446,18541,7080,Børkop,7,Jutland,3.25,2.42,6.69,310000
1476872,10007,0,Apartment,regular_sale,1906,0,2,56,16517.857,58282,2300,København S,1,Zealand,7.75,1.26,8.16,925000
583038,5382,96,Villa,regular_sale,1966,-5,4,112,22098.215,65026,2690,Karlslunde,1,Zealand,0,0.81,2.12,2475000
78149,8581,113,Villa,family_sale,1890,0,6,133,4962.4062,40576,8963,Auning,2,Jutland,3.1,3.31,4.79,660000
1153678,3513,45,Farm,family_sale,1872,0,8,246,18737.012,39935,5610,Assens,3,Fyn & islands,2,1.82,4.36,4609305
721286,8690,87,Villa,regular_sale,1977,0,4,108,13842.593,31991,9500,Hobro,5,Jutland,0,0.45,2.78,1495000
426339,4422,103,Summerhouse,regular_sale,1975,0,4,88,12477.272,48758,6950,Ringkøbing,7,Jutland,0,0.42,1.1,1098000
1461531,6638,2,Villa,regular_sale,1930,0,7,194,1641.237,6616,2700,Brønshøj,1,Zealand,5.5,1.99,8.39,318400
380363,8639,105,Villa,regular_sale,2022,0,4,170,5552.9414,35992,7100,Vejle,7,Jutland,0,0.42,1.1,944000
233139,1397,110,Villa,regular_sale,1972,-4,4,150,7333.3335,43293,8723,Løsning,2,Jutland,0,1.85,1.47,1100000
279408,6301,108,Villa,regular_sale,1885,0,6,180,5138.8887,4654,5700,Svendborg,3,Fyn & islands,0,1.85,1.47,925000
1330399,9049,23,Farm,regular_sale,1880,0,5,182,6079.6704,1652,8653,Them,2,Jutland,2.75,2.5,6.6,1106500
386032,8026,105,Summerhouse,regular_sale,1982,-2,4,80,12187.5,31725,9370,Hals,5,Jutland,0,0.42,1.1,975000
430418,3525,103,Apartment,regular_sale,2005,-2,3,92,36934.78,57974,8000,Aarhus C,2,Jutland,0,0.42,1.1,3398000
306853,4311,107,Summerhouse,regular_sale,1980,0,5,121,3719.0083,47162,6990,Ulfborg,7,Jutland,0,1.85,1.47,450000
562301,7762,97,Townhouse,regular_sale,1972,-4,2,57,19298.246,34472,5250,Odense SV,3,Fyn & islands,0,0.81,2.12,1100000
1359247,9248,19,Summerhouse,regular_sale,1992,0,4,74,10986.486,11988,3250,Gilleleje,4,Zealand,3.75,1.85,6.27,813000
839458,3352,77,Townhouse,regular_sale,1983,3,3,101,32673.268,64605,2610,Rødovre,1,Zealand,0,0.79,3.48,3300000
1223965,4767,37,Villa,regular_sale,1969,0,4,102,13395.539,24454,3650,Alstykke,4,Zealand,2.75,2.08,5.11,1366345
1125571,9460,47,Townhouse,regular_sale,1939,0,3,90,36912.332,43231,2700,Brønshøj,1,Zealand,2,1.82,4.36,3322110
793085,4966,82,Apartment,regular_sale,1933,-6,3,78,20512.82,13639,2820,Gentofte,1,Zealand,0,0.56,3.06,1600000
216306,3046,110,Apartment,family_sale,1892,0,3,72,27777.777,15923,5700,Svendborg,3,Fyn & islands,0,1.85,1.47,2000000
216578,3021,110,Villa,regular_sale,1964,-4,4,103,6310.6797,36703,6900,Skjern,7,Jutland,0,1.85,1.47,650000
1032630,9753,55,Apartment,regular_sale,1937,0,3,76,28289.475,42316,2300,København S,1,Zealand,4,1.69,5.7,2150000
1074462,1606,52,Villa,regular_sale,1931,0,5,121,5785.124,37757,4900,Nakskov,6,Zealand,3,1.92,5.14,700000
939997,6235,66,Apartment,auction,1914,0,4,121,8264.463,22299,4293,Dianalund,6,Zealand,0.75,2.31,4.53,1000000
412408,6549,104,Villa,regular_sale,2012,-2,6,158,25854.43,19741,3600,Frederikssund,4,Zealand,0,0.42,1.1,4085000
294907,5139,108,Villa,regular_sale,1900,-6,6,219,6392.694,46403,5631,Ebberup,3,Fyn & islands,0,1.85,1.47,1400000
1376474,2738,16,Villa,regular_sale,1965,0,4,131,12208.206,24151,2630,Taastrup,1,Zealand,3.25,2.18,7.2,1599275
1324930,1821,24,Apartment,regular_sale,1972,0,4,125,7080,1434,9400,Nørresundby,5,Jutland,2.75,2.5,6.6,885000
1017532,4077,57,Villa,regular_sale,1908,0,5,133,24586.467,26180,9000,Aalborg,5,Jutland,4,3.42,6.52,3270000
303724,4536,107,Villa,regular_sale,1996,0,5,211,7573.4595,33376,8544,Mørke,2,Jutland,0,1.85,1.47,1598000
1064487,93,53,Villa,regular_sale,1922,0,3,111,12252.252,23142,4400,Kalundborg,6,Zealand,3.5,1.69,5.7,1360000
760155,2564,84,Apartment,regular_sale,2014,0,4,118,29025.424,36516,2300,København S,1,Zealand,0,0.56,3.06,3425000
995881,8856,59,Farm,family_sale,1866,0,6,165,21939.395,64696,8830,Tjele,2,Jutland,4,3.42,6.52,3620000
227287,1927,110,Apartment,regular_sale,1934,0,2,85,12882.353,30460,7100,Vejle,7,Jutland,0,1.85,1.47,1095000
13698,6637,116,Apartment,regular_sale,2008,-4,4,110,27954.545,30611,2765,Smørum,1,Zealand,3.6,1.13,4.34,3075000
483258,8140,101,Summerhouse,regular_sale,1972,0,3,57,15701.754,29714,4780,Stege,6,Zealand,0,0.76,1.35,895000
664393,7907,91,Villa,regular_sale,1877,0,4,169,15355.029,53618,8305,Samsø,2,Jutland,0,0.25,2.55,2595000
440330,22,103,Summerhouse,regular_sale,1970,0,3,46,17500,29674,9492,Blokhus,5,Jutland,0,0.42,1.1,805000
1469939,726,1,Villa,regular_sale,1976,0,5,198,3207.0708,34017,9330,Dronninglund,5,Jutland,6.25,1.99,8.39,635000
885599,2024,72,Villa,regular_sale,1912,0,3,59,5084.7456,63410,8500,Grenaa,2,Jutland,1.5,2.76,4.75,300000
114440,4650,111,Summerhouse,regular_sale,1979,-5,3,76,16118.421,46952,9490,Pandrup,5,Jutland,1.75,3.31,4.79,1225000
325993,508,107,Villa,regular_sale,1971,-4,6,222,7319.82,34842,5560,Aarup,3,Fyn & islands,0,1.85,1.47,1625000
1194660,357,41,Villa,regular_sale,1911,0,4,101,7029.703,3611,4760,Vordingborg,6,Zealand,2,1.15,5.26,710000
656363,10119,91,Summerhouse,regular_sale,1958,0,2,42,14166.667,16716,4583,Sjællands Odde,6,Zealand,0,0.25,2.55,595000
1447901,8255,117,Summerhouse,regular_sale,1992,-7,4,65,20000,39898,6853,Vejers Strand,7,Jutland,3.35,1.13,4.34,1300000
1384474,9047,15,Apartment,regular_sale,1934,0,3,96,15020.833,5010,3460,Birkerød,4,Zealand,3.25,2.18,7.2,1442000
649347,1056,92,Apartment,regular_sale,1932,0,3,82,29268.293,57898,8930,Randers NA,2,Jutland,0,0.25,2.55,2400000
282338,6047,108,Villa,regular_sale,1951,0,6,146,9554.795,40156,5700,Svendborg,3,Fyn & islands,0,1.85,1.47,1395000
1433376,8931,7,Apartment,regular_sale,1886,0,2,45,22666.666,9326,5700,Svendborg,3,Fyn & islands,6,2.13,9.09,1020000
1421931,4870,9,Villa,regular_sale,1945,0,6,167,3443.1138,3019,4700,Næstved,6,Zealand,4.25,2.13,7.84,575000
351186,2488,106,Villa,regular_sale,1978,-5,7,198,7449.495,14163,5620,Glamsbjerg,3,Fyn & islands,0,0.42,1.1,1475000
1186691,4768,41,Villa,regular_sale,2001,0,7,196,4719.3877,58679,8950,Arsted,2,Jutland,2,1.15,5.26,925000
1425065,134,9,Villa,regular_sale,1969,0,7,175,2085.7144,17552,8600,Silkeborg,2,Jutland,4.25,2.13,7.84,365000
103141,5938,112,Summerhouse,regular_sale,1992,-4,6,79,16772.152,36710,4591,Føllenslev,6,Zealand,2.6,3.31,4.79,1325000
908624,4911,69,Villa,auction,1910,0,8,223,5820.628,17636,8450,Hammel,2,Jutland,0.75,2.76,4.75,1298000
1398229,3838,13,Farm,regular_sale,1926,0,8,227,13378.8545,8615,7950,Erslev,7,Jutland,3.25,2.18,7.2,3037000
859476,8018,75,Villa,regular_sale,1969,-4,5,169,10650.888,13236,7400,Herning,7,Jutland,0.25,2.4,3.66,1800000
1020702,40,57,Townhouse,regular_sale,2006,0,4,97,30927.836,19588,6792,Rømø,7,Jutland,4,3.42,6.52,3000000
407949,6160,104,Summerhouse,family_sale,1949,0,6,156,25801.281,54533,5800,Nyborg,3,Fyn & islands,0,0.42,1.1,4025000
884222,1944,72,Apartment,regular_sale,1900,0,3,106,12311.32,9530,8600,Silkeborg,2,Jutland,1.5,2.76,4.75,1305000
884813,1752,72,Villa,regular_sale,1969,-6,5,140,20714.285,28399,2700,Brønshøj,1,Zealand,1.5,2.76,4.75,2900000
560565,8111,97,Apartment,regular_sale,1931,0,2,59,27118.645,38739,8700,Horsens,2,Jutland,0,0.81,2.12,1600000
1031222,1579,56,Townhouse,regular_sale,1987,-7,4,114,19517.543,56210,2690,Karlslunde,1,Zealand,4,1.69,5.7,2225000
1429775,1234,8,Villa,regular_sale,1878,0,4,189,1957.672,41587,7752,Snedsted,7,Jutland,5,2.13,9.09,370000
1223423,5650,38,Summerhouse,regular_sale,1967,0,2,64,7781.25,29758,7700,Thisted,7,Jutland,2.5,2.08,5.11,498000
34295,3501,115,Townhouse,regular_sale,2012,0,3,99,21212.121,59115,8450,Hammel,2,Jutland,3.6,1.13,4.34,2100000
1008088,5514,58,Summerhouse,regular_sale,1981,-4,4,80,16250,18354,5953,Tranekær,3,Fyn & islands,4,3.42,6.52,1300000
1246624,7541,35,Villa,regular_sale,2003,0,5,172,2296.5117,11096,4632,Bjæverskov,6,Zealand,3.25,2.42,6.69,395000
14790,6525,116,Villa,family_sale,1962,0,4,111,3351.3513,41175,6470,Sydals,7,Jutland,3.6,1.13,4.34,372000
1003534,7351,58,Villa,family_sale,1909,0,6,180,4277.778,291,6990,Ulfborg,7,Jutland,4,3.42,6.52,770000
1413137,8287,11,Villa,regular_sale,1970,0,3,106,4386.7925,57020,6261,Bredebro,7,Jutland,3.25,2.13,7.84,465000
513912,4835,99,Apartment,regular_sale,1966,-1,3,89,19943.82,17102,2665,Vallensbæk Strand,1,Zealand,0,0.76,1.35,1775000
1035757,8998,55,Villa,family_sale,1973,0,5,109,6055.046,58399,9700,Brønderslev,5,Jutland,4,1.69,5.7,660000
829375,5958,78,Villa,regular_sale,2009,-7,6,144,16145.833,57354,7451,Sunds,7,Jutland,0,0.79,3.48,2325000
589379,4561,95,Villa,regular_sale,1959,-1,6,176,21448.863,16866,3400,Hillerød,4,Zealand,0,0.81,2.12,3775000
39728,372,115,Villa,family_sale,1948,0,5,104,10576.923,42397,5000,Odense C,3,Fyn & islands,3.6,1.13,4.34,1100000
557260,8546,97,Summerhouse,regular_sale,1979,0,4,84,13035.714,30287,4281,Gørlev,6,Zealand,0,0.81,2.12,1095000
1463170,6611,2,Villa,regular_sale,1923,0,4,98,5612.245,18699,4760,Vordingborg,6,Zealand,5.5,1.99,8.39,550000
1422280,4400,9,Villa,regular_sale,1977,0,7,180,4166.6665,43664,9480,Løkken,5,Jutland,4.25,2.13,7.84,750000
384548,8397,105,Apartment,regular_sale,1939,-1,2,66,20984.848,22175,9000,Aalborg,5,Jutland,0,0.42,1.1,1385000
701119,3272,88,Villa,regular_sale,2015,-1,6,187,22299.465,28255,2620,Albertslund,1,Zealand,0,0.45,2.78,4170000
412156,6549,104,Villa,regular_sale,1975,-5,5,141,33510.637,31695,2791,Dragør,1,Zealand,0,0.42,1.1,4725000
1228335,3427,37,Apartment,regular_sale,1911,0,2,64,39062.5,913,5000,Odense C,3,Fyn & islands,2.75,2.08,5.11,2500000
94859,6861,112,Townhouse,regular_sale,1965,-5,4,82,30182.928,47138,2630,Taastrup,1,Zealand,2.6,3.31,4.79,2475000
60746,2434,114,Summerhouse,regular_sale,2003,-1,4,83,22590.361,32010,4780,Stege,6,Zealand,3.6,3.31,4.79,1875000
902705,6599,70,Villa,regular_sale,1984,0,6,208,6627.846,60726,4300,Holbæk,6,Zealand,0.75,2.76,4.75,1378592
419352,5665,104,Villa,regular_sale,1977,-5,5,165,5757.5757,13007,6870,Algod,7,Jutland,0,0.42,1.1,950000
1478504,9216,0,Villa,regular_sale,1936,0,4,147,4559.8843,37568,2820,Gentofte,1,Zealand,7.75,1.26,8.16,670303
78991,8519,113,Summerhouse,regular_sale,2012,-3,3,42,18452.38,6529,6893,Hemmet,7,Jutland,3.1,3.31,4.79,775000
1067306,2719,52,Townhouse,regular_sale,1976,0,4,144,23750,62054,2650,Hvidovre,1,Zealand,3,1.92,5.14,3420000
271674,6860,108,Villa,regular_sale,1901,-6,4,142,5915.493,22314,5380,Dalby,3,Fyn & islands,0,1.85,1.47,840000
104381,6636,112,Apartment,regular_sale,1934,0,4,118,27542.373,49450,3000,Helsingør,4,Zealand,2.6,3.31,4.79,3250000
546017,1172,98,Villa,regular_sale,1966,0,5,165,6782.4365,34027,4700,Næstved,6,Zealand,0,0.81,2.12,1119102
717084,9409,87,Villa,regular_sale,1952,-2,5,174,22557.47,31935,2880,Bagsværd,1,Zealand,0,0.45,2.78,3925000
23442,5279,116,Villa,regular_sale,2008,0,4,164,9756.098,62915,6520,Toftlund,7,Jutland,3.6,1.13,4.34,1600000
588252,4700,95,Apartment,regular_sale,1980,-4,3,82,14634.146,62749,7100,Vejle,7,Jutland,0,0.81,2.12,1200000
499397,6409,100,Villa,regular_sale,1967,-5,6,124,21411.291,53436,4000,Roskilde,6,Zealand,0,0.76,1.35,2655000
372060,9384,105,Villa,regular_sale,1981,0,5,150,9500,26544,6760,Ribe,7,Jutland,0,0.42,1.1,1425000
880371,3038,72,Townhouse,regular_sale,1887,0,3,85,15294.117,8181,4520,Svinninge,6,Zealand,1.5,2.76,4.75,1300000
660463,8635,91,Summerhouse,regular_sale,1994,-2,4,97,18144.33,38583,8420,Knebel,2,Jutland,0,0.25,2.55,1760000
970794,7240,62,Villa,other_sale,1966,0,4,108,6574.074,28900,6800,Varde,7,Jutland,2,1.3,5.5,710000
1314244,5619,26,Townhouse,regular_sale,1977,0,4,140,10244.143,47263,2670,Greve,1,Zealand,3.5,2.9,7.33,1434180
1445193,3586,5,Villa,regular_sale,1952,0,7,145,1931.0344,35593,9500,Hobro,5,Jutland,5,2.13,9.09,280000
1507690,7111,116,Villa,regular_sale,1930,-2,5,197,6421.32,7125,5464,Brenderup Fyn,3,Fyn & islands,3.6,1.13,4.34,1265000
1370794,4177,17,Villa,regular_sale,1966,0,5,126,7091.27,42639,7500,Holstebro,7,Jutland,3.5,1.85,6.27,893500
1109908,222,49,Villa,regular_sale,1963,0,5,120,5833.3335,21221,9550,Mariager,5,Jutland,2.25,1.92,5.14,700000
1046088,7460,54,Villa,regular_sale,1956,0,3,60,20833.334,54836,3300,Frederiksværk,4,Zealand,3.75,1.69,5.7,1250000
1034077,9371,55,Farm,family_sale,1979,0,8,210,12857.143,26587,8464,Galten,2,Jutland,4,1.69,5.7,2700000
